Date,IsHoliday,Dept,Weekly_Sales,Temperature,Fuel_Price,CPI,Unemployment
2010-02-05,0,25.0,11609.5,42.31,2.572,211.0963582,8.106
2010-02-05,0,10.0,30721.5,42.31,2.572,211.0963582,8.106
2010-02-05,0,18.0,4729.5,42.31,2.572,211.0963582,8.106
2010-02-05,0,59.0,1409.34,42.31,2.572,211.0963582,8.106
2010-02-05,0,41.0,1011.83,42.31,2.572,211.0963582,8.106
2010-02-05,0,20.0,5034.1,42.31,2.572,211.0963582,8.106
2010-02-05,0,37.0,3438.16,42.31,2.572,211.0963582,8.106
2010-02-05,0,72.0,98499.12,42.31,2.572,211.0963582,8.106
2010-02-05,0,92.0,139884.94,42.31,2.572,211.0963582,8.106
2010-02-05,0,71.0,5421.14,42.31,2.572,211.0963582,8.106
2010-02-05,0,11.0,24213.18,42.31,2.572,211.0963582,8.106
2010-02-05,0,6.0,5749.03,42.31,2.572,211.0963582,8.106
2010-02-05,0,98.0,10891.37,42.31,2.572,211.0963582,8.106
2010-02-12,1,3.0,10887.84,38.51,2.548,211.2421698,8.106
2010-02-12,1,79.0,36080.86,38.51,2.548,211.2421698,8.106
2010-02-12,1,46.0,18826.47,38.51,2.548,211.2421698,8.106
2010-02-12,1,13.0,36476.4,38.51,2.548,211.2421698,8.106
2010-02-12,1,17.0,13403.66,38.51,2.548,211.2421698,8.106
2010-02-12,1,23.0,22812.41,38.51,2.548,211.2421698,8.106
2010-02-12,1,87.0,39254.57,38.51,2.548,211.2421698,8.106
2010-02-12,1,4.0,35351.21,38.51,2.548,211.2421698,8.106
2010-02-12,1,85.0,4994.64,38.51,2.548,211.2421698,8.106
2010-02-12,1,7.0,18310.31,38.51,2.548,211.2421698,8.106
2010-02-12,1,45.0,34.47,38.51,2.548,211.2421698,8.106
2010-02-12,1,6.0,9135.0,38.51,2.548,211.2421698,8.106
2010-02-12,1,14.0,18129.02,38.51,2.548,211.2421698,8.106
2010-02-12,1,60.0,1003.2,38.51,2.548,211.2421698,8.106
2010-02-12,1,21.0,8735.83,38.51,2.548,211.2421698,8.106
2010-02-12,1,55.0,18892.81,38.51,2.548,211.2421698,8.106
2010-02-12,1,11.0,21760.75,38.51,2.548,211.2421698,8.106
2010-02-12,1,28.0,1008.36,38.51,2.548,211.2421698,8.106
2010-02-12,1,98.0,16309.73,38.51,2.548,211.2421698,8.106
2010-02-12,1,32.0,14700.59,38.51,2.548,211.2421698,8.106
2010-02-12,1,5.0,29620.81,38.51,2.548,211.2421698,8.106
2010-02-12,1,9.0,16562.49,38.51,2.548,211.2421698,8.106
2010-02-12,1,29.0,7696.61,38.51,2.548,211.2421698,8.106
2010-02-12,1,49.0,16139.05,38.51,2.548,211.2421698,8.106
2010-02-12,1,80.0,16720.84,38.51,2.548,211.2421698,8.106
2010-02-12,1,82.0,20949.36,38.51,2.548,211.2421698,8.106
2010-02-12,1,93.0,70202.02,38.51,2.548,211.2421698,8.106
2010-02-12,1,59.0,1447.42,38.51,2.548,211.2421698,8.106
2010-02-12,1,8.0,37334.83,38.51,2.548,211.2421698,8.106
2010-02-12,1,81.0,30694.25,38.51,2.548,211.2421698,8.106
2010-02-12,1,58.0,4505.0,38.51,2.548,211.2421698,8.106
2010-02-12,1,83.0,7521.08,38.51,2.548,211.2421698,8.106
2010-02-12,1,51.0,28.11,38.51,2.548,211.2421698,8.106
2010-02-12,1,25.0,13268.75,38.51,2.548,211.2421698,8.106
2010-02-12,1,94.0,62329.48,38.51,2.548,211.2421698,8.106
2010-02-12,1,40.0,60828.25,38.51,2.548,211.2421698,8.106
2010-02-12,1,26.0,10050.92,38.51,2.548,211.2421698,8.106
2010-02-12,1,97.0,33874.47,38.51,2.548,211.2421698,8.106
2010-02-12,1,24.0,8050.24,38.51,2.548,211.2421698,8.106
2010-02-12,1,33.0,8483.54,38.51,2.548,211.2421698,8.106
2010-02-12,1,38.0,94136.35,38.51,2.548,211.2421698,8.106
2010-02-12,1,74.0,11857.96,38.51,2.548,211.2421698,8.106
2010-02-12,1,54.0,383.0,38.51,2.548,211.2421698,8.106
2010-02-12,1,10.0,31494.77,38.51,2.548,211.2421698,8.106
2010-02-12,1,27.0,2339.5,38.51,2.548,211.2421698,8.106
2010-02-12,1,44.0,4463.33,38.51,2.548,211.2421698,8.106
2010-02-12,1,42.0,7284.34,38.51,2.548,211.2421698,8.106
2010-02-12,1,48.0,247.0,38.51,2.548,211.2421698,8.106
2010-02-12,1,34.0,12852.83,38.51,2.548,211.2421698,8.106
2010-02-12,1,22.0,14807.95,38.51,2.548,211.2421698,8.106
2010-02-12,1,19.0,1490.79,38.51,2.548,211.2421698,8.106
2010-02-12,1,91.0,66937.0,38.51,2.548,211.2421698,8.106
2010-02-12,1,71.0,4752.0,38.51,2.548,211.2421698,8.106
2010-02-12,1,36.0,432.0,38.51,2.548,211.2421698,8.106
2010-02-12,1,35.0,2420.0,38.51,2.548,211.2421698,8.106
2010-02-12,1,52.0,2728.58,38.51,2.548,211.2421698,8.106
2010-02-12,1,95.0,111390.36,38.51,2.548,211.2421698,8.106
2010-02-12,1,30.0,5328.5,38.51,2.548,211.2421698,8.106
2010-02-12,1,12.0,8654.07,38.51,2.548,211.2421698,8.106
2010-02-12,1,41.0,924.53,38.51,2.548,211.2421698,8.106
2010-02-12,1,2.0,44682.74,38.51,2.548,211.2421698,8.106
2010-02-12,1,37.0,3450.68,38.51,2.548,211.2421698,8.106
2010-02-12,1,56.0,2849.12,38.51,2.548,211.2421698,8.106
2010-02-12,1,90.0,79455.64,38.51,2.548,211.2421698,8.106
2010-02-12,1,1.0,46039.49,38.51,2.548,211.2421698,8.106
2010-02-12,1,31.0,3228.96,38.51,2.548,211.2421698,8.106
2010-02-12,1,16.0,11873.89,38.51,2.548,211.2421698,8.106
2010-02-12,1,18.0,19006.5,38.51,2.548,211.2421698,8.106
2010-02-12,1,20.0,3697.7,38.51,2.548,211.2421698,8.106
2010-02-12,1,67.0,17614.47,38.51,2.548,211.2421698,8.106
2010-02-12,1,92.0,143081.42,38.51,2.548,211.2421698,8.106
2010-02-12,1,72.0,79636.32,38.51,2.548,211.2421698,8.106
2010-02-19,0,3.0,11523.47,39.93,2.514,211.2891429,8.106
2010-02-19,0,93.0,62581.64,39.93,2.514,211.2891429,8.106
2010-02-19,0,8.0,38717.6,39.93,2.514,211.2891429,8.106
2010-02-19,0,7.0,19985.2,39.93,2.514,211.2891429,8.106
2010-02-19,0,51.0,52.88,39.93,2.514,211.2891429,8.106
2010-02-19,0,85.0,6517.55,39.93,2.514,211.2891429,8.106
2010-02-19,0,97.0,31585.78,39.93,2.514,211.2891429,8.106
2010-02-19,0,13.0,37857.68,39.93,2.514,211.2891429,8.106
2010-02-19,0,6.0,6060.26,39.93,2.514,211.2891429,8.106
2010-02-19,0,45.0,22.94,39.93,2.514,211.2891429,8.106
2010-02-19,0,79.0,34141.62,39.93,2.514,211.2891429,8.106
2010-02-19,0,80.0,15918.98,39.93,2.514,211.2891429,8.106
2010-02-19,0,98.0,12087.95,39.93,2.514,211.2891429,8.106
2010-02-19,0,59.0,1530.41,39.93,2.514,211.2891429,8.106
2010-02-19,0,25.0,10271.25,39.93,2.514,211.2891429,8.106
2010-02-19,0,28.0,1012.09,39.93,2.514,211.2891429,8.106
2010-02-19,0,87.0,33593.8,39.93,2.514,211.2891429,8.106
2010-02-19,0,58.0,3131.0,39.93,2.514,211.2891429,8.106
2010-02-19,0,29.0,7966.55,39.93,2.514,211.2891429,8.106
2010-02-19,0,17.0,13485.61,39.93,2.514,211.2891429,8.106
2010-02-19,0,24.0,7366.7,39.93,2.514,211.2891429,8.106
2010-02-19,0,56.0,3246.57,39.93,2.514,211.2891429,8.106
2010-02-19,0,38.0,98672.59,39.93,2.514,211.2891429,8.106
2010-02-19,0,21.0,8949.67,39.93,2.514,211.2891429,8.106
2010-02-19,0,74.0,13917.2,39.93,2.514,211.2891429,8.106
2010-02-19,0,5.0,26468.27,39.93,2.514,211.2891429,8.106
2010-02-19,0,81.0,28784.91,39.93,2.514,211.2891429,8.106
2010-02-19,0,83.0,9080.26,39.93,2.514,211.2891429,8.106
2010-02-19,0,4.0,36826.95,39.93,2.514,211.2891429,8.106
2010-02-19,0,32.0,20275.45,39.93,2.514,211.2891429,8.106
2010-02-19,0,14.0,17491.36,39.93,2.514,211.2891429,8.106
2010-02-19,0,9.0,15880.85,39.93,2.514,211.2891429,8.106
2010-02-19,0,52.0,3356.66,39.93,2.514,211.2891429,8.106
2010-02-19,0,31.0,2652.0,39.93,2.514,211.2891429,8.106
2010-02-19,0,42.0,8423.87,39.93,2.514,211.2891429,8.106
2010-02-19,0,33.0,7611.35,39.93,2.514,211.2891429,8.106
2010-02-19,0,71.0,3357.0,39.93,2.514,211.2891429,8.106
2010-02-19,0,47.0,-863.0,39.93,2.514,211.2891429,8.106
2010-02-19,0,55.0,17404.53,39.93,2.514,211.2891429,8.106
2010-02-19,0,16.0,13855.54,39.93,2.514,211.2891429,8.106
2010-02-19,0,44.0,4401.78,39.93,2.514,211.2891429,8.106
2010-02-19,0,2.0,47928.89,39.93,2.514,211.2891429,8.106
2010-02-19,0,18.0,17623.72,39.93,2.514,211.2891429,8.106
2010-02-19,0,35.0,2176.0,39.93,2.514,211.2891429,8.106
2010-02-19,0,94.0,72212.32,39.93,2.514,211.2891429,8.106
2010-02-19,0,40.0,68569.53,39.93,2.514,211.2891429,8.106
2010-02-19,0,49.0,16736.17,39.93,2.514,211.2891429,8.106
2010-02-19,0,1.0,41595.55,39.93,2.514,211.2891429,8.106
2010-02-19,0,11.0,18706.21,39.93,2.514,211.2891429,8.106
2010-02-19,0,82.0,20195.2,39.93,2.514,211.2891429,8.106
2010-02-19,0,36.0,595.0,39.93,2.514,211.2891429,8.106
2010-02-19,0,19.0,1722.17,39.93,2.514,211.2891429,8.106
2010-02-19,0,46.0,22414.94,39.93,2.514,211.2891429,8.106
2010-02-19,0,30.0,5735.0,39.93,2.514,211.2891429,8.106
2010-02-19,0,10.0,29634.13,39.93,2.514,211.2891429,8.106
2010-02-19,0,54.0,616.0,39.93,2.514,211.2891429,8.106
2010-02-19,0,41.0,1206.88,39.93,2.514,211.2891429,8.106
2010-02-19,0,37.0,3203.31,39.93,2.514,211.2891429,8.106
2010-02-19,0,34.0,13006.5,39.93,2.514,211.2891429,8.106
2010-02-19,0,26.0,10547.6,39.93,2.514,211.2891429,8.106
2010-02-19,0,72.0,72377.79,39.93,2.514,211.2891429,8.106
2010-02-19,0,23.0,21381.85,39.93,2.514,211.2891429,8.106
2010-02-19,0,91.0,63011.44,39.93,2.514,211.2891429,8.106
2010-02-19,0,22.0,12290.16,39.93,2.514,211.2891429,8.106
2010-02-19,0,27.0,2494.5,39.93,2.514,211.2891429,8.106
2010-02-19,0,90.0,76091.36,39.93,2.514,211.2891429,8.106
2010-02-19,0,95.0,107952.07,39.93,2.514,211.2891429,8.106
2010-02-19,0,92.0,135066.75,39.93,2.514,211.2891429,8.106
2010-02-19,0,60.0,1020.8,39.93,2.514,211.2891429,8.106
2010-02-19,0,20.0,4719.89,39.93,2.514,211.2891429,8.106
2010-02-19,0,67.0,16411.69,39.93,2.514,211.2891429,8.106
2010-02-19,0,48.0,354.0,39.93,2.514,211.2891429,8.106
2010-02-19,0,12.0,9165.98,39.93,2.514,211.2891429,8.106
2010-02-26,0,79.0,33309.85,46.63,2.561,211.3196429,8.106
2010-02-26,0,49.0,16245.13,46.63,2.561,211.3196429,8.106
2010-02-26,0,98.0,10871.74,46.63,2.561,211.3196429,8.106
2010-02-26,0,8.0,35318.2,46.63,2.561,211.3196429,8.106
2010-02-26,0,32.0,8146.57,46.63,2.561,211.3196429,8.106
2010-02-26,0,17.0,10667.06,46.63,2.561,211.3196429,8.106
2010-02-26,0,3.0,11135.17,46.63,2.561,211.3196429,8.106
2010-02-26,0,93.0,57630.02,46.63,2.561,211.3196429,8.106
2010-02-26,0,24.0,5630.82,46.63,2.561,211.3196429,8.106
2010-02-26,0,85.0,5622.63,46.63,2.561,211.3196429,8.106
2010-02-26,0,55.0,16708.1,46.63,2.561,211.3196429,8.106
2010-02-26,0,58.0,4356.0,46.63,2.561,211.3196429,8.106
2010-02-26,0,28.0,986.07,46.63,2.561,211.3196429,8.106
2010-02-26,0,18.0,545.02,46.63,2.561,211.3196429,8.106
2010-02-26,0,83.0,6627.3,46.63,2.561,211.3196429,8.106
2010-02-26,0,6.0,5244.56,46.63,2.561,211.3196429,8.106
2010-02-26,0,59.0,1126.68,46.63,2.561,211.3196429,8.106
2010-02-26,0,45.0,45.41,46.63,2.561,211.3196429,8.106
2010-02-26,0,34.0,12005.0,46.63,2.561,211.3196429,8.106
2010-02-26,0,13.0,37467.32,46.63,2.561,211.3196429,8.106
2010-02-26,0,5.0,24101.89,46.63,2.561,211.3196429,8.106
2010-02-26,0,38.0,92755.59,46.63,2.561,211.3196429,8.106
2010-02-26,0,74.0,13330.89,46.63,2.561,211.3196429,8.106
2010-02-26,0,2.0,44292.87,46.63,2.561,211.3196429,8.106
2010-02-26,0,4.0,34660.16,46.63,2.561,211.3196429,8.106
2010-02-26,0,25.0,10218.67,46.63,2.561,211.3196429,8.106
2010-02-26,0,7.0,17224.22,46.63,2.561,211.3196429,8.106
2010-02-26,0,40.0,64328.29,46.63,2.561,211.3196429,8.106
2010-02-26,0,97.0,28457.31,46.63,2.561,211.3196429,8.106
2010-02-26,0,33.0,4814.66,46.63,2.561,211.3196429,8.106
2010-02-26,0,52.0,2287.01,46.63,2.561,211.3196429,8.106
2010-02-26,0,19.0,1655.32,46.63,2.561,211.3196429,8.106
2010-02-26,0,36.0,506.0,46.63,2.561,211.3196429,8.106
2010-02-26,0,23.0,17798.37,46.63,2.561,211.3196429,8.106
2010-02-26,0,82.0,19023.33,46.63,2.561,211.3196429,8.106
2010-02-26,0,44.0,3864.43,46.63,2.561,211.3196429,8.106
2010-02-26,0,16.0,12881.02,46.63,2.561,211.3196429,8.106
2010-02-26,0,35.0,2029.9,46.63,2.561,211.3196429,8.106
2010-02-26,0,51.0,4.16,46.63,2.561,211.3196429,8.106
2010-02-26,0,29.0,4972.65,46.63,2.561,211.3196429,8.106
2010-02-26,0,87.0,32299.49,46.63,2.561,211.3196429,8.106
2010-02-26,0,26.0,8541.14,46.63,2.561,211.3196429,8.106
2010-02-26,0,56.0,2598.65,46.63,2.561,211.3196429,8.106
2010-02-26,0,11.0,17306.61,46.63,2.561,211.3196429,8.106
2010-02-26,0,31.0,2665.75,46.63,2.561,211.3196429,8.106
2010-02-26,0,10.0,27921.96,46.63,2.561,211.3196429,8.106
2010-02-26,0,21.0,8592.42,46.63,2.561,211.3196429,8.106
2010-02-26,0,30.0,3614.48,46.63,2.561,211.3196429,8.106
2010-02-26,0,27.0,1666.75,46.63,2.561,211.3196429,8.106
2010-02-26,0,94.0,55501.07,46.63,2.561,211.3196429,8.106
2010-02-26,0,41.0,885.27,46.63,2.561,211.3196429,8.106
2010-02-26,0,80.0,15673.94,46.63,2.561,211.3196429,8.106
2010-02-26,0,9.0,15175.52,46.63,2.561,211.3196429,8.106
2010-02-26,0,91.0,57335.17,46.63,2.561,211.3196429,8.106
2010-02-26,0,60.0,959.2,46.63,2.561,211.3196429,8.106
2010-02-26,0,1.0,19403.54,46.63,2.561,211.3196429,8.106
2010-02-26,0,42.0,7039.85,46.63,2.561,211.3196429,8.106
2010-02-26,0,14.0,16118.26,46.63,2.561,211.3196429,8.106
2010-02-26,0,95.0,103652.58,46.63,2.561,211.3196429,8.106
2010-02-26,0,46.0,18099.75,46.63,2.561,211.3196429,8.106
2010-02-26,0,81.0,28213.79,46.63,2.561,211.3196429,8.106
2010-02-26,0,72.0,55590.73,46.63,2.561,211.3196429,8.106
2010-02-26,0,48.0,357.0,46.63,2.561,211.3196429,8.106
2010-02-26,0,37.0,2474.99,46.63,2.561,211.3196429,8.106
2010-02-26,0,90.0,71718.48,46.63,2.561,211.3196429,8.106
2010-02-26,0,71.0,3944.5,46.63,2.561,211.3196429,8.106
2010-02-26,0,54.0,209.0,46.63,2.561,211.3196429,8.106
2010-02-26,0,67.0,5905.14,46.63,2.561,211.3196429,8.106
2010-02-26,0,20.0,4007.94,46.63,2.561,211.3196429,8.106
2010-02-26,0,22.0,9295.78,46.63,2.561,211.3196429,8.106
2010-02-26,0,92.0,125048.08,46.63,2.561,211.3196429,8.106
2010-02-26,0,12.0,9015.37,46.63,2.561,211.3196429,8.106
2010-03-05,0,85.0,4027.52,46.5,2.625,211.3501429,8.106
2010-03-05,0,8.0,38776.09,46.5,2.625,211.3501429,8.106
2010-03-05,0,79.0,42931.77,46.5,2.625,211.3501429,8.106
2010-03-05,0,33.0,6214.6,46.5,2.625,211.3501429,8.106
2010-03-05,0,28.0,1002.2,46.5,2.625,211.3501429,8.106
2010-03-05,0,98.0,10903.65,46.5,2.625,211.3501429,8.106
2010-03-05,0,3.0,12275.58,46.5,2.625,211.3501429,8.106
2010-03-05,0,25.0,10345.5,46.5,2.625,211.3501429,8.106
2010-03-05,0,18.0,634.61,46.5,2.625,211.3501429,8.106
2010-03-05,0,32.0,9907.51,46.5,2.625,211.3501429,8.106
2010-03-05,0,5.0,23082.14,46.5,2.625,211.3501429,8.106
2010-03-05,0,82.0,19974.91,46.5,2.625,211.3501429,8.106
2010-03-05,0,31.0,2595.8,46.5,2.625,211.3501429,8.106
2010-03-05,0,36.0,648.0,46.5,2.625,211.3501429,8.106
2010-03-05,0,6.0,4221.25,46.5,2.625,211.3501429,8.106
2010-03-05,0,21.0,8275.44,46.5,2.625,211.3501429,8.106
2010-03-05,0,7.0,19659.7,46.5,2.625,211.3501429,8.106
2010-03-05,0,83.0,8840.0,46.5,2.625,211.3501429,8.106
2010-03-05,0,93.0,63550.08,46.5,2.625,211.3501429,8.106
2010-03-05,0,16.0,17129.81,46.5,2.625,211.3501429,8.106
2010-03-05,0,45.0,74.35,46.5,2.625,211.3501429,8.106
2010-03-05,0,49.0,16445.28,46.5,2.625,211.3501429,8.106
2010-03-05,0,58.0,5796.0,46.5,2.625,211.3501429,8.106
2010-03-05,0,1.0,21827.9,46.5,2.625,211.3501429,8.106
2010-03-05,0,24.0,6885.9,46.5,2.625,211.3501429,8.106
2010-03-05,0,11.0,19082.9,46.5,2.625,211.3501429,8.106
2010-03-05,0,56.0,5298.62,46.5,2.625,211.3501429,8.106
2010-03-05,0,59.0,1275.29,46.5,2.625,211.3501429,8.106
2010-03-05,0,38.0,108282.86,46.5,2.625,211.3501429,8.106
2010-03-05,0,51.0,27.92,46.5,2.625,211.3501429,8.106
2010-03-05,0,44.0,4465.33,46.5,2.625,211.3501429,8.106
2010-03-05,0,2.0,48397.98,46.5,2.625,211.3501429,8.106
2010-03-05,0,10.0,33299.27,46.5,2.625,211.3501429,8.106
2010-03-05,0,29.0,5306.7,46.5,2.625,211.3501429,8.106
2010-03-05,0,80.0,15680.71,46.5,2.625,211.3501429,8.106
2010-03-05,0,97.0,31576.47,46.5,2.625,211.3501429,8.106
2010-03-05,0,26.0,8772.65,46.5,2.625,211.3501429,8.106
2010-03-05,0,42.0,9701.14,46.5,2.625,211.3501429,8.106
2010-03-05,0,52.0,3212.82,46.5,2.625,211.3501429,8.106
2010-03-05,0,91.0,62755.71,46.5,2.625,211.3501429,8.106
2010-03-05,0,20.0,4215.67,46.5,2.625,211.3501429,8.106
2010-03-05,0,23.0,18993.69,46.5,2.625,211.3501429,8.106
2010-03-05,0,81.0,29957.47,46.5,2.625,211.3501429,8.106
2010-03-05,0,30.0,4360.5,46.5,2.625,211.3501429,8.106
2010-03-05,0,95.0,112807.75,46.5,2.625,211.3501429,8.106
2010-03-05,0,34.0,12571.5,46.5,2.625,211.3501429,8.106
2010-03-05,0,4.0,38086.19,46.5,2.625,211.3501429,8.106
2010-03-05,0,90.0,78081.85,46.5,2.625,211.3501429,8.106
2010-03-05,0,17.0,12657.65,46.5,2.625,211.3501429,8.106
2010-03-05,0,72.0,65525.74,46.5,2.625,211.3501429,8.106
2010-03-05,0,14.0,18268.78,46.5,2.625,211.3501429,8.106
2010-03-05,0,78.0,12.0,46.5,2.625,211.3501429,8.106
2010-03-05,0,60.0,1371.0,46.5,2.625,211.3501429,8.106
2010-03-05,0,13.0,40423.95,46.5,2.625,211.3501429,8.106
2010-03-05,0,40.0,67000.83,46.5,2.625,211.3501429,8.106
2010-03-05,0,74.0,13824.33,46.5,2.625,211.3501429,8.106
2010-03-05,0,27.0,1467.5,46.5,2.625,211.3501429,8.106
2010-03-05,0,9.0,24064.7,46.5,2.625,211.3501429,8.106
2010-03-05,0,46.0,20565.45,46.5,2.625,211.3501429,8.106
2010-03-05,0,41.0,1405.96,46.5,2.625,211.3501429,8.106
2010-03-05,0,35.0,2752.0,46.5,2.625,211.3501429,8.106
2010-03-05,0,12.0,10239.06,46.5,2.625,211.3501429,8.106
2010-03-05,0,48.0,771.0,46.5,2.625,211.3501429,8.106
2010-03-05,0,87.0,30800.98,46.5,2.625,211.3501429,8.106
2010-03-05,0,22.0,8219.49,46.5,2.625,211.3501429,8.106
2010-03-05,0,55.0,16120.04,46.5,2.625,211.3501429,8.106
2010-03-05,0,19.0,1556.65,46.5,2.625,211.3501429,8.106
2010-03-05,0,54.0,198.97,46.5,2.625,211.3501429,8.106
2010-03-05,0,71.0,3010.0,46.5,2.625,211.3501429,8.106
2010-03-05,0,92.0,132945.44,46.5,2.625,211.3501429,8.106
2010-03-05,0,67.0,6519.39,46.5,2.625,211.3501429,8.106
2010-03-05,0,37.0,3647.82,46.5,2.625,211.3501429,8.106
2010-03-05,0,94.0,59201.37,46.5,2.625,211.3501429,8.106
2010-03-12,0,42.0,8336.82,57.79,2.667,211.3806429,8.106
2010-03-12,0,85.0,4098.27,57.79,2.667,211.3806429,8.106
2010-03-12,0,83.0,6483.01,57.79,2.667,211.3806429,8.106
2010-03-12,0,18.0,1275.08,57.79,2.667,211.3806429,8.106
2010-03-12,0,3.0,10123.45,57.79,2.667,211.3806429,8.106
2010-03-12,0,25.0,10705.75,57.79,2.667,211.3806429,8.106
2010-03-12,0,97.0,31197.12,57.79,2.667,211.3806429,8.106
2010-03-12,0,33.0,5666.25,57.79,2.667,211.3806429,8.106
2010-03-12,0,4.0,32668.67,57.79,2.667,211.3806429,8.106
2010-03-12,0,28.0,838.67,57.79,2.667,211.3806429,8.106
2010-03-12,0,81.0,29272.13,57.79,2.667,211.3806429,8.106
2010-03-12,0,2.0,43751.94,57.79,2.667,211.3806429,8.106
2010-03-12,0,6.0,5619.0,57.79,2.667,211.3806429,8.106
2010-03-12,0,51.0,14.79,57.79,2.667,211.3806429,8.106
2010-03-12,0,80.0,14708.62,57.79,2.667,211.3806429,8.106
2010-03-12,0,29.0,3841.96,57.79,2.667,211.3806429,8.106
2010-03-12,0,58.0,3485.0,57.79,2.667,211.3806429,8.106
2010-03-12,0,7.0,21529.14,57.79,2.667,211.3806429,8.106
2010-03-12,0,79.0,31669.24,57.79,2.667,211.3806429,8.106
2010-03-12,0,31.0,2103.34,57.79,2.667,211.3806429,8.106
2010-03-12,0,56.0,8773.81,57.79,2.667,211.3806429,8.106
2010-03-12,0,1.0,21043.39,57.79,2.667,211.3806429,8.106
2010-03-12,0,38.0,98175.35,57.79,2.667,211.3806429,8.106
2010-03-12,0,45.0,29.97,57.79,2.667,211.3806429,8.106
